08.01.2023|02:36:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:34:10*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:26:46*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:22:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:18:33*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:10:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:08:22*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:06:46*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|02:01:30*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:57:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:52:15*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:50:50*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:49:23*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:47:19*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:46:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:44:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:43:02*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:42:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:41:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:29:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:25:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:17:46*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:14:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:13:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:07:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|01:01:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:58:43*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:54:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:51:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:50:48*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:48:43*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:45:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:41:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:26:10*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:17:52*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
08.01.2023|00:13:23*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:51:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:33:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:31:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:27:52*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:27:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:20:50*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:14:54*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:11:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:06:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:05:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:04:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:03:02*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|12:01:34*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:52:48*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:52:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:51:11*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:50:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:47:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:47:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:45:21*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:44:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:42:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:40:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:36:23*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:32:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:31:12*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:28:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:26:14*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:23:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:22:12*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
07.01.2023|11:22:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|21:40:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|17:27:41*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|13:34:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|13:32:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|13:31:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|12:14:19*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|12:12:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|10:45:02*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|10:41:00*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|10:32:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|10:29:32*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:40:43*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:37:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:32:46*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:29:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:15:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
03.01.2023|01:09:12*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
02.01.2023|23:00:33*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
02.01.2023|22:57:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
02.01.2023|22:57:04*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
02.01.2023|22:29:51*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|20:34:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|16:14:22*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|16:04:18*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|16:03:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|16:00:06*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|15:40:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2022|15:06:07*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|23:44:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|22:25:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|20:51:15*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|20:48:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|18:11:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|18:09:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|18:03:51*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|17:32:16*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:57:41*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:55:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:46:51*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:42:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:30:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:24:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:22:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:20:00*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:13:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|16:03:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|15:55:30*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|15:40:41*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|15:38:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|15:35:45*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|15:33:14*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|11:08:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|10:49:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2022|00:44:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|17:47:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|17:09:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:54:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:41:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:38:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:37:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:29:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:24:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:22:44*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|16:15:06*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|15:40:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|15:37:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|15:34:48*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2022|15:31:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
